seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr19	13029979	13030283	305	*	X11164	256126	13009894	13030086	20193	-	0	overlapStart	0	SYCE2
chr19	13044370	13044574	205	*	X11165	2193	13033284	13044558	11275	-	0	overlapStart	0	FARSA
chr19	13049425	13049538	114	*	X11166	811	13049414	13055304	5891	+	0	inside	10	CALR
chr19	13056456	13056828	373	*	X11167	5886	13056628	13064457	7830	+	0	overlapStart	0	RAD23A
chr19	13067738	13067782	45	*	X11168	90480	13064970	13068068	3099	-	0	inside	285	GADD45GIP1
chr19	13067894	13068174	281	*	X11169	90480	13064970	13068068	3099	-	0	overlapStart	0	GADD45GIP1
chr19	13106058	13106171	114	*	X11170	4784	13106584	13209610	103027	+	412	upstream	412	NFIX
chr19	13106801	13107210	410	*	X11171	4784	13106584	13209610	103027	+	0	inside	216	NFIX
chr19	13227407	13227458	52	*	X11176	112939	13229102	13251961	22860	+	1643	upstream	1643	NACC1
chr19	13227407	13227458	52	*	X11176	55621	13215714	13227563	11850	-	0	inside	104	TRMT1
chr19	13227500	13227703	204	*	X11177	112939	13229102	13251961	22860	+	1398	upstream	1398	NACC1
chr19	13227500	13227703	204	*	X11177	55621	13215714	13227563	11850	-	0	overlapStart	0	TRMT1
chr19	13228882	13228976	95	*	X11178	112939	13229102	13251961	22860	+	125	upstream	125	NACC1
chr19	13228882	13228976	95	*	X11178	55621	13215714	13227563	11850	-	1318	upstream	1318	TRMT1
chr19	13229029	13229148	120	*	X11179	112939	13229102	13251961	22860	+	0	overlapStart	0	NACC1
chr19	13229029	13229148	120	*	X11179	55621	13215714	13227563	11850	-	1465	upstream	1465	TRMT1
chr19	13261051	13261357	307	*	X11180	8677	13254872	13261188	6317	-	0	overlapStart	0	STX10
chr19	13261051	13261357	307	*	X11180	9592	13261282	13265718	4437	+	0	overlapStart	0	IER2
chr19	13261370	13261407	38	*	X11181	8677	13254872	13261188	6317	-	181	upstream	181	STX10
chr19	13261370	13261407	38	*	X11181	9592	13261282	13265718	4437	+	0	inside	87	IER2
chr19	13875303	13875395	93	*	X11184	84245	13875337	13885096	9760	+	0	overlapStart	0	MRI1
chr19	13885111	13885410	300	*	X11187	28974	13885257	13889586	4330	+	0	overlapStart	0	C19orf53
chr19	14016796	14016809	14	*	X11190	54862	14016956	14041693	24738	+	146	upstream	146	CC2D1A
chr19	14016796	14016809	14	*	X11190	79173	13993168	14016909	23742	-	0	inside	99	BRME1
chr19	14017145	14017160	16	*	X11191	54862	14016956	14041693	24738	+	0	inside	188	CC2D1A
chr19	14017145	14017160	16	*	X11191	79173	13993168	14016909	23742	-	235	upstream	235	BRME1
chr19	14200962	14201205	244	*	X11196	90378	14199229	14201232	2004	-	0	inside	26	SAMD1
chr19	14201323	14201603	281	*	X11197	90378	14199229	14201232	2004	-	90	upstream	90	SAMD1
chr19	14247327	14247417	91	*	X11198	100507373	14247964	14282075	34112	+	546	upstream	546	ADGRL1-AS1
chr19	14247327	14247417	91	*	X11198	55723	14230321	14247440	17120	-	0	inside	22	ASF1B
chr19	14317572	14318575	1004	*	X11199	22859	14258549	14316997	58449	-	574	upstream	574	ADGRL1
chr19	14492149	14492244	96	*	X11200	976	14491956	14519537	27582	+	0	inside	192	ADGRE5
chr19	14682770	14682955	186	*	X11205	4713	14676890	14682889	6000	-	0	overlapStart	0	NDUFB7
chr19	14800808	14800905	98	*	X11206	84449	14800613	14831772	31160	+	0	inside	194	ZNF333
chr19	15236396	15236425	30	*	X11208	10994	15225785	15236577	10793	-	0	inside	151	ILVBL
chr19	15236641	15236664	24	*	X11209	10994	15225785	15236577	10793	-	63	upstream	63	ILVBL
chr19	15490454	15490610	157	*	X11210	10270	15464332	15490612	26281	-	0	inside	1	AKAP8
chr19	15490665	15490743	79	*	X11211	10270	15464332	15490612	26281	-	52	upstream	52	AKAP8
chr19	15490821	15490943	123	*	X11212	10270	15464332	15490612	26281	-	208	upstream	208	AKAP8
chr19	15560663	15560692	30	*	X11215	58525	15532318	15560762	28445	-	0	inside	69	WIZ
chr19	15560750	15560767	18	*	X11216	58525	15532318	15560762	28445	-	0	overlapStart	0	WIZ
chr19	16435444	16435565	122	*	X11219	10365	16435651	16438339	2689	+	85	upstream	85	KLF2
chr19	16435602	16435615	14	*	X11220	10365	16435651	16438339	2689	+	35	upstream	35	KLF2
chr19	16435628	16435642	15	*	X11221	10365	16435651	16438339	2689	+	8	upstream	8	KLF2
chr19	16435667	16435715	49	*	X11222	10365	16435651	16438339	2689	+	0	inside	15	KLF2
chr19	16582709	16582755	47	*	X11223	58513	16466055	16582823	116769	-	0	inside	67	EPS15L1
chr19	16583003	16583075	73	*	X11224	58513	16466055	16582823	116769	-	179	upstream	179	EPS15L1
chr19	16682920	16682964	45	*	X11225	79939	16660648	16683193	22546	-	0	inside	228	SLC35E1
chr19	16683027	16683148	122	*	X11226	79939	16660648	16683193	22546	-	0	inside	44	SLC35E1
chr19	16683174	16683199	26	*	X11227	79939	16660648	16683193	22546	-	0	overlapStart	0	SLC35E1
chr19	16683344	16683514	171	*	X11228	79939	16660648	16683193	22546	-	150	upstream	150	SLC35E1
chr19	16738933	16739023	91	*	X11229	9441	16589868	16739015	149148	-	0	overlapStart	0	MED26
chr19	16770593	16770605	13	*	X11230	79041	16771938	16799816	27879	+	1332	upstream	1332	TMEM38A
chr19	16771349	16771363	15	*	X11231	79041	16771938	16799816	27879	+	574	upstream	574	TMEM38A
chr19	16771349	16771363	15	*	X11231	79086	16756959	16770968	14010	-	380	upstream	380	SMIM7
chr19	17186208	17186419	212	*	X11234	4650	17186591	17324104	137514	+	171	upstream	171	MYO9B
chr19	17186208	17186419	212	*	X11234	93323	17160571	17186343	25773	-	0	overlapStart	0	HAUS8
chr19	17326035	17326409	375	*	X11235	55850	17326155	17330638	4484	+	0	overlapStart	0	USE1
chr19	17356141	17356291	151	*	X11239	2063	17342694	17356151	13458	-	0	overlapStart	0	NR2F6
chr19	17416664	17416705	42	*	X11240	64981	17416477	17417652	1176	+	0	inside	186	MRPL34
chr19	17420331	17420381	51	*	X11241	79016	17420337	17434106	13770	+	0	overlapStart	0	DDA1
chr19	17445514	17445762	249	*	X11242	57719	17434032	17445638	11607	-	0	overlapStart	0	ANO8
chr19	17445514	17445762	249	*	X11242	84705	17445791	17453540	7750	+	28	upstream	28	GTPBP3
chr19	17530551	17530646	96	*	X11246	93343	17530912	17536140	5229	+	265	upstream	265	MVB12A
chr19	17530804	17530999	196	*	X11247	93343	17530912	17536140	5229	+	0	overlapStart	0	MVB12A
chr19	17622510	17622927	418	*	X11249	25796	17622432	17632097	9666	+	0	inside	77	PGLS
chr19	17830208	17830236	29	*	X11250	55201	17830303	17845324	15022	+	66	upstream	66	MAP1S
chr19	17858243	17858262	20	*	X11251	23149	17858527	17899377	40851	+	264	upstream	264	FCHO1
chr19	17858278	17858282	5	*	X11252	23149	17858527	17899377	40851	+	244	upstream	244	FCHO1
chr19	17858632	17858655	24	*	X11253	23149	17858527	17899377	40851	+	0	inside	104	FCHO1
chr19	17970775	17970858	84	*	X11254	6142	17970687	17974133	3447	+	0	inside	87	RPL18A
chr19	18043512	18043582	71	*	X11255	115098	18043824	18054794	10971	+	241	upstream	241	CCDC124
chr19	18043656	18043672	17	*	X11256	115098	18043824	18054794	10971	+	151	upstream	151	CCDC124
chr19	18061409	18061471	63	*	X11260	3780	18062111	18109930	47820	+	639	upstream	639	KCNN1
chr19	18111909	18112123	215	*	X11261	27106	18111944	18124911	12968	+	0	overlapStart	0	ARRDC2
chr19	18112193	18112224	32	*	X11262	27106	18111944	18124911	12968	+	0	inside	248	ARRDC2
chr19	18391140	18391151	12	*	X11267	100422833	18392887	18392971	85	+	1735	upstream	1735	MIR3188
chr19	18391200	18391399	200	*	X11268	100422833	18392887	18392971	85	+	1487	upstream	1487	MIR3188
chr19	18391412	18391455	44	*	X11269	100422833	18392887	18392971	85	+	1431	upstream	1431	MIR3188
chr19	18391477	18391582	106	*	X11270	100422833	18392887	18392971	85	+	1304	upstream	1304	MIR3188
chr19	18391949	18391990	42	*	X11271	100422833	18392887	18392971	85	+	896	upstream	896	MIR3188
chr19	18392200	18392329	130	*	X11272	100422833	18392887	18392971	85	+	557	upstream	557	MIR3188
chr19	18392200	18392329	130	*	X11272	3727	18390563	18392432	1870	-	0	inside	102	JUND
chr19	18392892	18392963	72	*	X11273	100422833	18392887	18392971	85	+	0	inside	4	MIR3188
chr19	18392892	18392963	72	*	X11273	3727	18390563	18392432	1870	-	459	upstream	459	JUND
chr19	18451126	18451141	16	*	X11274	54858	18451408	18480763	29356	+	266	upstream	266	PGPEP1
chr19	18451157	18451464	308	*	X11275	54858	18451408	18480763	29356	+	0	overlapStart	0	PGPEP1
chr19	18497106	18497147	42	*	X11276	100422943	18497372	18497444	73	+	224	upstream	224	MIR3189
chr19	18497106	18497147	42	*	X11276	9518	18496968	18499986	3019	+	0	inside	137	GDF15
chr19	18529878	18530164	287	*	X11278	170463	18530146	18545372	15227	+	0	overlapStart	0	SSBP4
chr19	18530189	18530254	66	*	X11279	170463	18530146	18545372	15227	+	0	inside	42	SSBP4
chr19	18668308	18668409	102	*	X11282	79036	18668572	18680197	11626	+	162	upstream	162	KXD1
chr19	18668516	18668594	79	*	X11283	79036	18668572	18680197	11626	+	0	overlapStart	0	KXD1
chr19	18682469	18682735	267	*	X11284	7311	18682614	18688270	5657	+	0	overlapStart	0	UBA52
chr19	18699495	18699694	200	*	X11285	55049	18699495	18703147	3653	+	0	inside	0	REX1BD
chr19	18747639	18747651	13	*	X11287	55295	18747838	18781302	33465	+	186	upstream	186	KLHL26
chr19	18794448	18794618	171	*	X11288	23373	18794425	18893143	98719	+	0	inside	22	CRTC1
chr19	18942697	18942960	264	*	X11289	5976	18942744	18979039	36296	+	0	overlapStart	0	UPF1
chr19	19144519	19144786	268	*	X11291	10147	19101697	19144832	43136	-	0	inside	45	SUGP2
chr19	19144519	19144786	268	*	X11291	93436	19144387	19170310	25924	+	0	inside	131	ARMC6
chr19	19302817	19303160	344	*	X11292	4207	19256376	19303400	47025	-	0	inside	239	BORCS8-MEF2B
chr19	19302817	19303160	344	*	X11292	729991	19287713	19303400	15688	-	0	inside	239	BORCS8
chr19	19302817	19303160	344	*	X11292	8625	19303008	19312678	9671	+	0	overlapStart	0	RFXANK
chr19	19626961	19626979	19	*	X11295	374887	19627019	19648393	21375	+	39	upstream	39	YJEFN3
chr19	19626961	19626979	19	*	X11295	51079	19627019	19645953	18935	+	39	upstream	39	NDUFA13
chr19	19626961	19626979	19	*	X11295	83983	19625028	19626469	1442	-	491	upstream	491	TSSK6
chr19	19774133	19774205	73	*	X11297	57130	19756010	19774503	18494	-	0	inside	297	ATP13A1
chr19	29703971	29704015	45	*	X11299	7386	29698167	29704136	5970	-	0	inside	120	UQCRFS1
chr19	29704070	29704088	19	*	X11300	7386	29698167	29704136	5970	-	0	inside	47	UQCRFS1
chr19	30096953	30097046	94	*	X11301	10775	30097170	30108162	10993	+	123	upstream	123	POP4
chr19	30097076	30097289	214	*	X11302	10775	30097170	30108162	10993	+	0	overlapStart	0	POP4
chr19	30302586	30302597	12	*	X11303	898	30302901	30315215	12315	+	303	upstream	303	CCNE1
chr19	32836471	32836607	137	*	X11309	22847	32836514	32878573	42060	+	0	overlapStart	0	ZNF507
chr19	32836619	32836710	92	*	X11310	22847	32836514	32878573	42060	+	0	inside	104	ZNF507
chr19	32896323	32896603	281	*	X11311	147991	32896655	32976799	80145	+	51	upstream	51	DPY19L3
chr19	32896323	32896603	281	*	X11311	400684	32880956	32896445	15490	-	0	overlapStart	0	DPY19L3-DT
chr19	33071816	33071941	126	*	X11312	9141	33072094	33078358	6265	+	152	upstream	152	PDCD5
chr19	33072047	33072268	222	*	X11313	9141	33072094	33078358	6265	+	0	overlapStart	0	PDCD5
chr19	33072286	33072315	30	*	X11314	9141	33072094	33078358	6265	+	0	inside	191	PDCD5
chr19	33166656	33166913	258	*	X11315	84079	33087907	33166102	78196	-	553	upstream	553	ANKRD27
chr19	33571963	33572175	213	*	X11318	55094	33571786	33621318	49533	+	0	inside	176	GPATCH1
chr19	33792981	33793050	70	*	X11322	80054	33793763	33795963	2201	+	712	upstream	712	CEBPA-DT
chr19	33793148	33793207	60	*	X11323	1050	33790840	33793430	2591	-	0	inside	222	CEBPA
chr19	33793148	33793207	60	*	X11323	80054	33793763	33795963	2201	+	555	upstream	555	CEBPA-DT
chr19	33793302	33793649	348	*	X11324	1050	33790840	33793430	2591	-	0	overlapStart	0	CEBPA
chr19	33793302	33793649	348	*	X11324	80054	33793763	33795963	2201	+	113	upstream	113	CEBPA-DT
chr19	34012527	34012737	211	*	X11325	5184	33877855	34012799	134945	-	0	inside	61	PEPD
chr19	34663140	34663636	497	*	X11326	26065	34663352	34720420	57069	+	0	overlapStart	0	LSM14A
chr19	34895284	34895296	13	*	X11329	84306	34895303	34917072	21770	+	6	upstream	6	PDCD2L
chr19	34919184	34919383	200	*	X11330	10054	34919268	34960798	41531	+	0	overlapStart	0	UBA2
chr19	35225013	35225247	235	*	X11331	339318	35225480	35233774	8295	+	232	upstream	232	ZNF181
chr19	35417737	35417986	250	*	X11332	90075	35417807	35436076	18270	+	0	overlapStart	0	ZNF30
chr19	35596947	35597084	138	*	X11334	100128675	35549963	35597208	47246	-	0	inside	123	HPN-AS1
chr19	35739832	35740022	191	*	X11335	51599	35739559	35758867	19309	+	0	inside	272	LSR
chr19	35758943	35758993	51	*	X11336	7392	35759896	35770718	10823	+	902	upstream	902	USF2
chr19	35759009	35759289	281	*	X11337	7392	35759896	35770718	10823	+	606	upstream	606	USF2
chr19	35759441	35759525	85	*	X11338	7392	35759896	35770718	10823	+	370	upstream	370	USF2
chr19	35759540	35759552	13	*	X11339	7392	35759896	35770718	10823	+	343	upstream	343	USF2
chr19	36119872	36119914	43	*	X11340	79171	36119980	36128587	8608	+	65	upstream	65	RBM42
chr19	36208932	36208953	22	*	X11342	9757	36208921	36229779	20859	+	0	inside	10	KMT2B
chr19	36208739	36208815	77	*	X11343	9757	36208921	36229779	20859	+	105	upstream	105	KMT2B
chr19	36236342	36236363	22	*	X11344	199746	36233428	36236336	2909	-	5	upstream	5	U2AF1L4
chr19	36236342	36236363	22	*	X11344	55851	36236494	36243734	7241	+	130	upstream	130	PSENEN
chr19	36236342	36236363	22	*	X11344	79713	36230151	36236336	6186	-	5	upstream	5	IGFLR1
chr19	36236463	36236498	36	*	X11345	199746	36233428	36236336	2909	-	126	upstream	126	U2AF1L4
chr19	36236463	36236498	36	*	X11345	55851	36236494	36243734	7241	+	0	overlapStart	0	PSENEN
chr19	36236463	36236498	36	*	X11345	79713	36230151	36236336	6186	-	126	upstream	126	IGFLR1
chr19	36236535	36236554	20	*	X11346	199746	36233428	36236336	2909	-	198	upstream	198	U2AF1L4
chr19	36236535	36236554	20	*	X11346	55851	36236494	36243734	7241	+	0	inside	40	PSENEN
chr19	36236535	36236554	20	*	X11346	79713	36230151	36236336	6186	-	198	upstream	198	IGFLR1
chr19	36236591	36236648	58	*	X11347	199746	36233428	36236336	2909	-	254	upstream	254	U2AF1L4
chr19	36236591	36236648	58	*	X11347	55851	36236494	36243734	7241	+	0	inside	96	PSENEN
chr19	36236591	36236648	58	*	X11347	79713	36230151	36236336	6186	-	254	upstream	254	IGFLR1
chr19	36359267	36359351	85	*	X11348	333	36359138	36370699	11562	+	0	inside	128	APLP1
chr19	36486377	36486411	35	*	X11353	644096	36486090	36487220	1131	+	0	inside	286	SDHAF1
chr19	36545057	36545347	291	*	X11354	284403	36545783	36596012	50230	+	435	upstream	435	WDR62
chr19	36605680	36606007	328	*	X11355	1155	36605888	36616849	10962	+	0	overlapStart	0	TBCB
chr19	36605680	36606007	328	*	X11355	5438	36604611	36606206	1596	-	0	inside	198	POLR2I
chr19	36630918	36631059	142	*	X11356	826	36630918	36641255	10338	+	0	inside	0	CAPNS1
chr19	36706031	36706160	130	*	X11357	147929	36673187	36705986	32800	-	44	upstream	44	ZNF565
chr19	36980179	36980330	152	*	X11358	728752	36980529	36981942	1414	+	198	upstream	198	ZNF566-AS1
chr19	36980179	36980330	152	*	X11358	84924	36936021	36980463	44443	-	0	inside	132	ZNF566
chr19	37663564	37663612	49	*	X11361	199704	37641001	37663615	22615	-	0	inside	2	ZNF585A
chr19	37663816	37663916	101	*	X11362	199704	37641001	37663615	22615	-	200	upstream	200	ZNF585A
chr19	37708971	37709219	249	*	X11363	163087	37708828	37734574	25747	+	0	inside	142	ZNF383
chr19	37862352	37862457	106	*	X11364	84503	37862059	37883966	21908	+	0	inside	292	ZNF527
chr19	37958420	37958546	127	*	X11365	148268	37958674	37976242	17569	+	127	upstream	127	ZNF570
chr19	37958562	37958632	71	*	X11366	148268	37958674	37976242	17569	+	41	upstream	41	ZNF570
chr19	38085475	38085561	87	*	X11367	51276	38045684	38085673	39990	-	0	inside	111	ZNF571
chr19	38146714	38147096	383	*	X11368	22835	38123389	38146368	22980	-	345	upstream	345	ZFP30
chr19	38147146	38147214	69	*	X11369	22835	38123389	38146368	22980	-	777	upstream	777	ZFP30
chr19	38397160	38397453	294	*	X11372	23094	38397868	38699008	301141	+	414	upstream	414	SIPA1L3
chr19	38397160	38397453	294	*	X11372	83889	38375472	38397317	21846	-	0	overlapStart	0	WDR87
chr19	38397756	38397855	100	*	X11373	23094	38397868	38699008	301141	+	12	upstream	12	SIPA1L3
chr19	38397756	38397855	100	*	X11373	83889	38375472	38397317	21846	-	438	upstream	438	WDR87
chr19	38865428	38865544	117	*	X11378	5714	38865190	38874464	9275	+	0	inside	237	PSMD8
chr19	39138282	39138477	196	*	X11379	81	39138267	39221171	82905	+	0	inside	14	ACTN4
chr19	39342771	39342817	47	*	X11382	3191	39308091	39342979	34889	-	0	inside	161	HNRNPL
chr19	39390143	39390155	13	*	X11383	4793	39390340	39399534	9195	+	184	upstream	184	NFKBIB
chr19	39832574	39832685	112	*	X11387	55095	39833108	39875537	42430	+	422	upstream	422	SAMD4B
chr19	39897453	39897640	188	*	X11390	7538	39897487	39900052	2566	+	0	overlapStart	0	ZFP36
chr19	39902687	39902805	119	*	X11391	64857	39903750	39919055	15306	+	944	upstream	944	PLEKHG2
chr19	39926439	39926789	351	*	X11392	6217	39923847	39926618	2772	-	0	overlapStart	0	RPS16
chr19	39936076	39936147	72	*	X11393	6829	39936186	39967308	31123	+	38	upstream	38	SUPT5H
chr19	39936319	39936331	13	*	X11394	6829	39936186	39967308	31123	+	0	inside	132	SUPT5H
chr19	39989762	39989790	29	*	X11396	10683	39989557	39999121	9565	+	0	inside	204	DLL3
chr19	40324713	40324766	54	*	X11401	9149	40315990	40324841	8852	-	0	inside	74	DYRK1B
chr19	40324824	40324876	53	*	X11402	9149	40315990	40324841	8852	-	0	overlapStart	0	DYRK1B
chr19	40324950	40325004	55	*	X11403	9149	40315990	40324841	8852	-	108	upstream	108	DYRK1B
chr19	40336878	40337042	165	*	X11404	2091	40325093	40337054	11962	-	0	inside	11	FBL
chr19	40337062	40337124	63	*	X11405	2091	40325093	40337054	11962	-	7	upstream	7	FBL
chr19	40502678	40502940	263	*	X11406	339327	40502943	40523514	20572	+	2	upstream	2	ZNF546
chr19	40854517	40854619	103	*	X11408	126526	40826967	40854434	27468	-	82	upstream	82	C19orf47
chr19	40854517	40854619	103	*	X11408	23646	40854332	40884390	30059	+	0	inside	184	PLD3
chr19	41305067	41305208	142	*	X11415	112398	41305048	41314346	9299	+	0	inside	18	EGLN2
chr19	41724612	41724670	59	*	X11416	558	41725108	41767671	42564	+	437	upstream	437	AXL
chr19	41815972	41816524	553	*	X11420	90324	41816094	41830788	14695	+	0	overlapStart	0	CCDC97
chr19	41903175	41903211	37	*	X11421	56915	41892276	41903256	10981	-	0	inside	44	EXOSC5
chr19	41903477	41903535	59	*	X11422	56915	41892276	41903256	10981	-	220	upstream	220	EXOSC5
chr19	42463444	42463474	31	*	X11426	10567	42460833	42463528	2696	-	0	inside	53	RABAC1
chr19	42724437	42724525	89	*	X11432	116115	42724492	42732353	7862	+	0	overlapStart	0	ZNF526
chr19	42724437	42724525	89	*	X11432	162989	42702745	42724304	21560	-	132	upstream	132	DEDD2
chr19	42759262	42759307	46	*	X11433	2077	42751717	42759309	7593	-	0	inside	1	ERF
chr19	42759329	42759357	29	*	X11434	2077	42751717	42759309	7593	-	19	upstream	19	ERF
chr19	42759473	42759486	14	*	X11435	2077	42751717	42759309	7593	-	163	upstream	163	ERF
chr19	42787866	42787911	46	*	X11436	23152	42788817	42799949	11133	+	905	upstream	905	CIC
chr19	42788212	42788499	288	*	X11437	23152	42788817	42799949	11133	+	317	upstream	317	CIC
chr19	42817421	42817774	354	*	X11438	284339	42817477	42829214	11738	+	0	overlapStart	0	TMEM145
chr19	42829709	42829780	72	*	X11441	1954	42829761	42882921	53161	+	0	overlapStart	0	MEGF8
chr19	44144235	44144316	82	*	X11447	199731	44126522	44143991	17470	-	243	upstream	243	CADM4
chr19	44174321	44174383	63	*	X11448	5329	44150247	44174498	24252	-	0	inside	114	PLAUR
chr19	44174410	44174420	11	*	X11449	5329	44150247	44174498	24252	-	0	inside	77	PLAUR
chr19	44258829	44258885	57	*	X11450	56006	44235301	44259142	23842	-	0	inside	256	SMG9
chr19	44258916	44258928	13	*	X11451	56006	44235301	44259142	23842	-	0	inside	213	SMG9
chr19	44455325	44455378	54	*	X11453	7638	44455397	44471752	16356	+	18	upstream	18	ZNF221
chr19	44455417	44455512	96	*	X11454	7638	44455397	44471752	16356	+	0	inside	19	ZNF221
chr19	44716395	44716411	17	*	X11455	7770	44716691	44741421	24731	+	279	upstream	279	ZNF227
chr19	45579551	45579802	252	*	X11458	162979	45574758	45579688	4931	-	0	overlapStart	0	ZNF296
chr19	45579884	45579936	53	*	X11459	162979	45574758	45579688	4931	-	195	upstream	195	ZNF296
chr19	45582312	45582689	378	*	X11460	79760	45582518	45594782	12265	+	0	overlapStart	0	GEMIN7
chr19	45596118	45596460	343	*	X11461	284352	45596431	45650543	54113	+	0	overlapStart	0	PPP1R37
chr19	45970674	45970692	19	*	X11465	2354	45971253	45978437	7185	+	560	upstream	560	FOSB
chr19	45970711	45971079	369	*	X11466	2354	45971253	45978437	7185	+	173	upstream	173	FOSB
chr19	45981895	45981913	19	*	X11468	2067	45910591	45982086	71496	-	0	inside	172	ERCC1
chr19	45981998	45982039	42	*	X11469	2067	45910591	45982086	71496	-	0	inside	46	ERCC1
chr19	45999683	45999785	103	*	X11470	147699	46001731	46005764	4034	+	1945	upstream	1945	PPM1N
chr19	45999801	45999872	72	*	X11471	147699	46001731	46005764	4034	+	1858	upstream	1858	PPM1N
chr19	46010741	46010841	101	*	X11472	7408	46010688	46030240	19553	+	0	inside	52	VASP
chr19	46144649	46144687	39	*	X11475	100287177	46144905	46146092	1188	+	217	upstream	217	EML2-AS1
chr19	46195161	46195212	52	*	X11476	54814	46195741	46207248	11508	+	528	upstream	528	QPCTL
chr19	46195161	46195212	52	*	X11476	6633	46190712	46195443	4732	-	0	inside	230	SNRPD2
chr19	46366242	46366259	18	*	X11480	3171	46367518	46377055	9538	+	1258	upstream	1258	FOXA3
chr19	46366242	46366259	18	*	X11480	8189	46318700	46366548	47849	-	0	inside	288	SYMPK
chr19	46366279	46366375	97	*	X11481	3171	46367518	46377055	9538	+	1142	upstream	1142	FOXA3
chr19	46366279	46366375	97	*	X11481	8189	46318700	46366548	47849	-	0	inside	172	SYMPK
chr19	46366389	46366468	80	*	X11482	3171	46367518	46377055	9538	+	1049	upstream	1049	FOXA3
chr19	46366389	46366468	80	*	X11482	8189	46318700	46366548	47849	-	0	inside	79	SYMPK
chr19	46366550	46366641	92	*	X11483	3171	46367518	46377055	9538	+	876	upstream	876	FOXA3
chr19	46366550	46366641	92	*	X11483	8189	46318700	46366548	47849	-	1	upstream	1	SYMPK
chr19	46389425	46389462	38	*	X11484	26145	46386866	46389376	2511	-	48	upstream	48	IRF2BP1
chr19	46405819	46405905	87	*	X11485	339344	46393281	46405862	12582	-	0	overlapStart	0	MYPOP
chr19	47104076	47104570	495	*	X11486	100506012	46984045	47104457	120413	-	0	overlapStart	0	PPP5D1
chr19	47104076	47104570	495	*	X11486	808	47104512	47114039	9528	+	0	overlapStart	0	CALM3
chr19	47104583	47104602	20	*	X11487	100506012	46984045	47104457	120413	-	125	upstream	125	PPP5D1
chr19	47104583	47104602	20	*	X11487	808	47104512	47114039	9528	+	0	inside	70	CALM3
chr19	47164785	47164984	200	*	X11488	147906	47150869	47164395	13527	-	389	upstream	389	DACT3
chr19	47634142	47634154	13	*	X11500	10055	47634080	47713893	79814	+	0	inside	61	SAE1
chr19	47729522	47729649	128	*	X11501	100422899	47730199	47730278	80	+	549	upstream	549	MIR3190
chr19	47852655	47852669	15	*	X11503	9704	47852538	47885961	33424	+	0	inside	116	DHX34
chr19	48247081	48247108	28	*	X11507	29997	48248793	48274141	25349	+	1684	upstream	1684	NOP53
chr19	48248561	48249071	511	*	X11508	29997	48248793	48274141	25349	+	0	overlapStart	0	NOP53
chr19	48281826	48282099	274	*	X11509	6415	48281842	48287943	6102	+	0	overlapStart	0	SELENOW
chr19	48673558	48673590	33	*	X11510	3978	48618703	48673560	54858	-	0	overlapStart	0	LIG1
chr19	48758911	48759379	469	*	X11511	100505812	48758932	48761450	2519	+	0	overlapStart	0	CARD8-AS1
chr19	48758911	48759379	469	*	X11511	22900	48706405	48759203	52799	-	0	overlapStart	0	CARD8
chr19	48825219	48825237	19	*	X11512	93233	48799709	48825191	25483	-	27	upstream	27	ODAD1
chr19	49122475	49122691	217	*	X11517	56848	49122548	49133974	11427	+	0	overlapStart	0	SPHK2
chr19	49122475	49122691	217	*	X11517	6141	49118584	49122675	4092	-	0	overlapStart	0	RPL18
chr19	49122326	49122436	111	*	X11518	56848	49122548	49133974	11427	+	111	upstream	111	SPHK2
chr19	49122326	49122436	111	*	X11518	6141	49118584	49122675	4092	-	0	inside	238	RPL18
chr19	49140361	49140500	140	*	X11523	1628	49133817	49140639	6823	-	0	inside	138	DBP
chr19	49140361	49140500	140	*	X11523	653677	49141296	49185502	44207	+	795	upstream	795	SEC1P
chr19	49140559	49140629	71	*	X11524	1628	49133817	49140639	6823	-	0	inside	9	DBP
chr19	49140559	49140629	71	*	X11524	653677	49141296	49185502	44207	+	666	upstream	666	SEC1P
chr19	49314011	49314071	61	*	X11525	587	49298319	49314320	16002	-	0	inside	248	BCAT2
chr19	49314088	49314506	419	*	X11526	587	49298319	49314320	16002	-	0	overlapStart	0	BCAT2
chr19	49375664	49375832	169	*	X11527	23645	49375649	49379319	3671	+	0	inside	14	PPP1R15A
chr19	49468337	49468350	14	*	X11529	2512	49468566	49470136	1571	+	215	upstream	215	FTL
chr19	49468414	49468749	336	*	X11530	2512	49468566	49470136	1571	+	0	overlapStart	0	FTL
chr19	49468823	49469393	571	*	X11531	2512	49468566	49470136	1571	+	0	inside	256	FTL
chr19	49588311	49588350	40	*	X11532	6625	49588465	49611870	23406	+	114	upstream	114	SNRNP70
chr19	49588397	49588454	58	*	X11533	6625	49588465	49611870	23406	+	10	upstream	10	SNRNP70
chr19	49588577	49588932	356	*	X11534	6625	49588465	49611870	23406	+	0	inside	111	SNRNP70
chr19	49623460	49623495	36	*	X11535	55150	49621654	49622397	744	-	1062	upstream	1062	C19orf73
chr19	49955425	49955448	24	*	X11537	126133	49956473	49974305	17833	+	1024	upstream	1024	ALDH16A1
chr19	49955425	49955448	24	*	X11537	55011	49949550	49955115	5566	-	309	upstream	309	PIH1D1
chr19	49990770	49991011	242	*	X11538	23521	49990811	49995564	4754	+	0	overlapStart	0	RPL13A
